qty,Manufacturer,REF,Title,Description,Short Desc,price,selling incl,category ID,In Stock Text,Tax ID,Supplier,Primary image,2nd image,3rd image,BARCODE,length,width (mm),height (mm),weight (grams),delete images
200,TOWER,O/LABELSMIX,"TOWER Reward Range, Mixed Colour Teachers Afrikaans Labels, 200 Stickers - 5 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa.
•200 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Colour Teachers Afrikaans Labels, 200 Stickers - 5 Sheets",23.92,36,1986,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1Ftf06bBy9fF7S0dYpF4tqmmOfK8KVHDm&export=download,https://drive.google.com/uc?id=1ZPwVYBeDxtiV_SbrhBZ5LsviXQjYKYz8&export=download,,6.00287E+12,1,115,210,23,Y
200,TOWER,O/LABELSMIXS10,"TOWER Reward Range, Mixed Colour Teachers Afrikaans Labels Value Pack, 400 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa.
•10 Sheet value pack
•400 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Colour Teachers Afrikaans Labels Value Pack, 400 Stickers - 10 Sheets",41,61,1986,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1CvJ6LMLCVJRB68econhKr6At-fvhZDvS&export=download,,,6.00287E+12,1,115,210,23,Y
200,TOWER,TTTR01S03,"TOWER Reward Range, Stars with Happy Faces, 120 Stickers - 3 Sheets","• Use to reward, praise, encourage, and build self-esteem in children of all ages
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions and fun colours 
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa.
• 120 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Faces, 120 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1qkaGtXLohSAIDBVx2RH5GOFs0-zWkLOP&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR01S07,"TOWER Reward Range, Stars with Happy Faces, 280 Stickers - 7 Sheets","• Use to reward, praise, encourage, and build self-esteem in children of all ages.
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions and fun colours 
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa.
• 280 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Faces, 280 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR01S10,"TOWER Reward Range, Stars with Happy Faces Value Pack 400 Stickers - 10 Sheets","• Use to reward, praise, encourage, and build self-esteem in children of all ages.
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions and fun colours 
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
• 400 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Faces Value Pack 400 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1oRUKvE4N2IdxwuGucjKKQR3YsFdZpqQ_&export=download,https://drive.google.com/uc?id=1CTCbcHZYq03eJLZeuh_mghGZhNafIv8b&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR25S03,"TOWER Reward Range, Stars with Happy Gold Faces, 120 Stickers - 3 Sheets","• Use to reward, praise, encourage, and build self-esteem in children of all ages.
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions in premium gold colour
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa
• 120 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Gold Faces, 120 Stickers - 3 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1h-4tETNNEA0NtPAVE_mg1PLvZSPpYb_c&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR25S07,"TOWER Reward Range, Stars with Happy Gold Faces, 280 Stickers - 7 Sheets","• Use to reward, praise, encourage, and build self-esteem in children of all ages.
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions in premium gold colour
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa
• 280 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Gold Faces, 280 Stickers - 7 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR25S10,"TOWER Reward Range, Stars with Happy Gold Faces Value Pack, 400 Stickers - 10 Sheets","• Use to reward, praise, encourage, and build self-esteem in children of all ages.
• Great to use on reward and behaviour charts
• Use for decorating and scrapbooking
• Variety of expressions in premium gold colour
• Made from a semi gloss paper, they are easy to peel and apply. 
• These labels are made in our factory in Cape Town, South Africa
•10 Sheet pack
• 400 stickers                                                                                                                                                         ","TOWER Reward Range, Stars with Happy Gold Faces Value Pack, 400 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1XuTRljytt31cDdCtRpVFDYFmhW8fbWBD&export=download,https://drive.google.com/uc?id=1k7J2iLaB86b6qrgi34lMUKBe3GDFymIQ&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR26S03,"TOWER Reward Range, Mixed Colour Mini Faces, 378 Stickers - 3 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Great to use on reward and behaviour charts
•Use for decorating and scrapbooking
•Variety of expressions and fun colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa.
•378 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Colour Mini Faces, 378 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1aDuuVReRp6jfUgCSxnOZgho4Y4eHmvDu&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR26S07,"TOWER Reward Range, Mixed Colour Mini Faces, 882 Stickers - 7 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Great to use on reward and behaviour charts
•Use for decorating and scrapbooking
•Variety of expressions and fun colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa.
•882 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Colour Mini Faces, 882 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR26S10,"TOWER Reward Range, Mixed Colour Mini Faces Value Pack, 1260 Stickers - 10 Sheets","•Use to reward, praise, encourage, and build self-esteem in children of all ages.
•Great to use on reward and behaviour charts
•Use for decorating and scrapbooking
•Variety of expressions and fun colours
•Made from a semi gloss paper, they are easy to peel and apply.
•These labels are made in our factory in Cape Town, South Africa.
•10 Sheet value pack
•1260 stickers                                                                                                                                                         ","TOWER Reward Range, Mixed Colour Mini Faces Value Pack, 1260 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1USfxOJFQ1zSdycp3oNASvhcsPk4sggXS&export=download,https://drive.google.com/uc?id=197jpEr5uGgGjGNoeNakaD5e73WOJpoio&export=download,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR05S03,"TOWER Reward Range, Subject Stickers, 72 Stickers - 3 Sheets","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•72 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers, 72 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1PH062KJhEC2U3LtkzpHdgp8jTPw6FCSa&export=download,,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR05S07,"TOWER Reward Range, Subject Stickers,168 Stickers - 7 Sheets","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•168 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers,168 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR05S10,"TOWER Reward Range, Subject Stickers Value Pack 240 Stickers - 10 Sheets","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•240 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers Value Pack 240 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1_pLVYZDapOhwHpsXeYG_ti0CF74ucHC2&export=download,https://drive.google.com/uc?id=135JPSaX5l6UP1-rq-EzJBSIZ1TGub7Bh&export=download,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR12S03,"TOWER Reward Range, Subject Stickers Afrikaans, 72 Stickers - 3 Sheets","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•72 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers Afrikaans, 72 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1FAhUWwsI5YDcTjFNAB_yclbSe81gtYgE&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR12S07,"TOWER Reward Range, Subject Stickers Afrikaans,168 Stickers - 7 Sheets","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•168 stickers                                                                                                                                                         ","TOWER Reward Range, Subject Stickers Afrikaans,168 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR12S10,"TOWER Reward Range,Subject Stickers Afrikaans Value Pack, 240 Stickers - 10 Sheets","•Feature school subject related images and words of praise
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•240 stickers                                                                                                                                                         ","TOWER Reward Range,Subject Stickers Afrikaans Value Pack, 240 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1lA1irunF7wSDFFpLOxg8DQPOh1XKbm5U&export=download,https://drive.google.com/uc?id=1J9wmprAv1U7KveXJH2RUj3qGfpd5EJjc&export=download,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR06S03,"TOWER Reward Range, Big 5 Motivation Stickers, 72 Stickers - 3 Sheets","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•72 stickers                                                                                                                                                         ","TOWER Reward Range, Big 5 Motivation Stickers, 72 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1aAbHvtph8E4_GUua6xQzSjvLZYfZbNtZ&export=download,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR06S07,"TOWER Reward Range, Big 5 Motivation Stickers, 168 Stickers - 7 Sheets","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•168 stickers                                                                                                                                                         ","TOWER Reward Range, Big 5 Motivation Stickers, 168 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
200,TOWER,TTTR06S10,"TOWER Reward Range, Big 5 Motivation Stickers Value Pack, 240 Stickers - 10 Sheets","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•10 Sheet value pack
•240 stickers                                                                                                                                                         ","TOWER Reward Range, Big 5 Motivation Stickers Value Pack, 240 Stickers - 10 Sheets",41,61,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1N1wf9-RN0Q3KTi63caY6JcWDcQZ10ehd&export=download,https://drive.google.com/uc?id=1UR54lR3Yp5O9TA8fWTNqWvfSLvnsBxkz&export=download,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR13S03,"TOWER Reward Range, Big 5 Motivation Stickers Afrikaans, 72 Stickers - 3 Sheets","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•72 stickers                                                                                                                                                         ","TOWER Reward Range, Big 5 Motivation Stickers Afrikaans, 72 Stickers - 3 Sheets",11.45,17,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,https://drive.google.com/uc?id=1dyzdcTG-bai-nFt7EF4m0DvtTb2iyohK&export=download,,,6.00E+12,1,115,203,31,Y
200,TOWER,TTTR13S07,"TOWER Reward Range, Big 5 Motivation Stickers Afrikaans Value Pack, 168 Stickers - 7 Sheets","•Feature the big 5 animals and words that motivate students
•Use to reward, praise, encourage, and build self-esteem in children of all ages
•Assorted designs in vibrant colours
•Made from a semi gloss paper, they are easy to peel and apply
•These labels are made in our factory in Cape Town, South Africa
•168 stickers                                                                                                                                                         ","TOWER Reward Range, Big 5 Motivation Stickers Afrikaans Value Pack, 168 Stickers - 7 Sheets",23,34,1985,IN STOCK at EXTERNAL supplier. <br> If ordered before 10AM: <br>DELIVERED in 3-4 Days (main centres) <br>or 4-5 days (regional areas or large items)<br>COLLECTION from Geewiz available in 2-3 Days,1,Tower,,,,6.00287E+12,1,115,203,31,Y
